cat	MunicipalityName	RSFbin	RSF m2	RSF km2
249	Lindås	2	24169305.38	24.16930538
249	Lindås	3	11195909.85	11.19590985
249	Lindås	4	7339440.9	7.3394409
249	Lindås	5	5707754.039	5.707754039
249	Lindås	6	6029051.452	6.029051452
249	Lindås	7	3432572.36	3.43257236
249	Lindås	8	2512779.766	2.512779766
249	Lindås	9	2379580.839	2.379580839
249	Lindås	10	3403772.592	3.403772592
250	Flå	1	449834377.8	449.8343778
250	Flå	2	52050180.87	52.05018087
250	Flå	3	32131541.26	32.13154126
250	Flå	4	24015406.62	24.01540662
250	Flå	5	16495067.18	16.49506718
250	Flå	6	14104686.42	14.10468642
250	Flå	7	16888364.01	16.88836401
250	Flå	8	17350060.29	17.35006029
250	Flå	9	20737633.01	20.73763301
250	Flå	10	36222908.32	36.22290832
251	Bærum	1	145385729.3	145.3857293
252	Lier	1	237785285.3	237.7852853
253	Nordkapp	1	241882052.3	241.8820523
253	Nordkapp	2	161610798.6	161.6107986
253	Nordkapp	3	97590714.16	97.59071416
253	Nordkapp	4	62508996.65	62.50899665
253	Nordkapp	5	54325362.55	54.32536255
253	Nordkapp	6	53073472.63	53.07347263
253	Nordkapp	7	45510833.53	45.51083353
253	Nordkapp	8	38650188.77	38.65018877
253	Nordkapp	9	36029409.88	36.02940988
253	Nordkapp	10	21086830.2	21.0868302
254	Gjesdal	1	291164755.4	291.1647554
254	Gjesdal	2	72065119.7	72.0651197
254	Gjesdal	3	39467382.19	39.46738219
254	Gjesdal	4	27796276.17	27.79627617
254	Gjesdal	5	22326120.22	22.32612022
254	Gjesdal	6	22419719.47	22.41971947
254	Gjesdal	7	15653573.95	15.65357395
254	Gjesdal	8	12660198.06	12.66019806
254	Gjesdal	9	13789688.96	13.78968896
254	Gjesdal	10	13731189.43	13.73118943
255	Rana	1	2185570301	2185.570301
255	Rana	2	585858382.4	585.8583824
255	Rana	3	280158744.1	280.1587441
255	Rana	4	166854156.4	166.8541564
255	Rana	5	143310346	143.310346
255	Rana	6	159802713.2	159.8027132
255	Rana	7	102231076.8	102.2310768
255	Rana	8	84353620.75	84.35362075
255	Rana	9	94937535.53	94.93753553
255	Rana	10	62489196.81	62.48919681
256	Kvinesdal	1	559986290.8	559.9862908
256	Kvinesdal	2	111622501.2	111.6225012
256	Kvinesdal	3	55895849.91	55.89584991
256	Kvinesdal	4	26783784.33	26.78378433
256	Kvinesdal	5	19586542.28	19.58654228
256	Kvinesdal	6	20209337.27	20.20933727
256	Kvinesdal	7	24098205.95	24.09820595
256	Kvinesdal	8	23650909.55	23.65090955
256	Kvinesdal	9	25376195.66	25.37619566
256	Kvinesdal	10	32218840.56	32.21884056
257	Marnardal	1	375273578.2	375.2735782
257	Marnardal	2	125098.9927	0.125098993
258	Nissedal	1	746198391.3	746.1983913
258	Nissedal	2	22786916.51	22.78691651
258	Nissedal	3	9825220.884	9.825220884
258	Nissedal	4	6567247.118	6.567247118
258	Nissedal	5	4016667.656	4.016667656
258	Nissedal	6	3160774.548	3.160774548
258	Nissedal	7	2447980.288	2.447980288
258	Nissedal	8	1312189.434	1.312189434
258	Nissedal	9	897292.7747	0.897292775
258	Nissedal	10	543595.6228	0.543595623
259	Røros	1	346127312.9	346.1273129
259	Røros	2	359152008	359.152008
259	Røros	3	258010822.4	258.0108224
259	Røros	4	156987535.9	156.9875359
259	Røros	5	114757175.9	114.7571759
259	Røros	6	116315963.4	116.3159634
259	Røros	7	124259299.4	124.2592994
259	Røros	8	111635101.1	111.6351011
259	Røros	9	100537290.4	100.5372904
259	Røros	10	72835513.5	72.8355135
260	Spydeberg	1	97323416.32	97.32341632
261	Rømskog	1	158367224.8	158.3672248
262	Kvalsund	1	449539180.1	449.5391801
262	Kvalsund	2	253821356.1	253.8213561
262	Kvalsund	3	205122748.3	205.1227483
262	Kvalsund	4	150708286.4	150.7082864
262	Kvalsund	5	134407617.7	134.4076177
262	Kvalsund	6	135574008.3	135.5740083
262	Kvalsund	7	125199791.8	125.1997918
262	Kvalsund	8	104177761.1	104.1777611
262	Kvalsund	9	99949595.17	99.94959517
262	Kvalsund	10	55329754.46	55.32975446
263	Rødøy	1	482472614.9	482.4726149
263	Rødøy	2	51411186.02	51.41118602
263	Rødøy	3	21972423.07	21.97242307
263	Rødøy	4	12076102.76	12.07610276
263	Rødøy	5	9626322.485	9.626322485
263	Rødøy	6	10523615.26	10.52361526
263	Rødøy	7	6763445.538	6.763445538
263	Rødøy	8	5438656.206	5.438656206
263	Rødøy	9	5988551.778	5.988551778
263	Rødøy	10	2614478.947	2.614478947
264	Namsskogan	1	656605912.8	656.6059128
264	Namsskogan	2	228052763.6	228.0527636
264	Namsskogan	3	107300736	107.300736
264	Namsskogan	4	58505828.89	58.50582889
264	Namsskogan	5	48101012.67	48.10101267
264	Namsskogan	6	55503453.07	55.50345307
264	Namsskogan	7	51394986.15	51.39498615
264	Namsskogan	8	46338826.86	46.33882686
264	Namsskogan	9	54474761.35	54.47476135
264	Namsskogan	10	41449166.24	41.44916624
265	Leirfjord	1	289327870.2	289.3278702
265	Leirfjord	2	59282522.64	59.28252264
265	Leirfjord	3	21805924.41	21.80592441
265	Leirfjord	4	8658830.276	8.658830276
265	Leirfjord	5	5699654.104	5.699654104
265	Leirfjord	6	5732053.843	5.732053843
265	Leirfjord	7	6580747.009	6.580747009
265	Leirfjord	8	5442256.177	5.442256177
265	Leirfjord	9	5966051.959	5.966051959
265	Leirfjord	10	3557671.352	3.557671352
266	Bø	1	155007551.8	155.0075518
266	Bø	2	43999745.7	43.9997457
266	Bø	3	10148318.28	10.14831828
266	Bø	4	5097558.953	5.097558953
266	Bø	5	3331773.171	3.331773171
266	Bø	6	3405572.577	3.405572577
266	Bø	7	1803585.477	1.803585477
266	Bø	8	1078191.318	1.078191318
266	Bø	9	1214090.224	1.214090224
266	Bø	10	1115091.021	1.115091021
267	Eidfjord	1	684803585.7	684.8035857
267	Eidfjord	2	233252021.8	233.2520218
267	Eidfjord	3	110362511.3	110.3625113
267	Eidfjord	4	85160914.25	85.16091425
267	Eidfjord	5	52218479.52	52.21847952
267	Eidfjord	6	53054572.78	53.05457278
267	Eidfjord	7	34985418.28	34.98541828
267	Eidfjord	8	26892683.45	26.89268345
267	Eidfjord	9	25706493	25.706493
267	Eidfjord	10	38219092.25	38.21909225
268	Oslo	1	353329054.9	353.3290549
269	Bremanger	1	417735236.2	417.7352362
269	Bremanger	2	79703358.2	79.7033582
269	Bremanger	3	35808011.66	35.80801166
269	Bremanger	4	28806068.04	28.80606804
269	Bremanger	5	26358087.75	26.35808775
269	Bremanger	6	30348655.62	30.34865562
269	Bremanger	7	20523434.74	20.52343474
269	Bremanger	8	16059470.68	16.05947068
269	Bremanger	9	19682841.51	19.68284151
269	Bremanger	10	11940203.85	11.94020385
270	Lunner	1	246735713.2	246.7357132
270	Lunner	2	152098.7752	0.152098775
270	Lunner	3	44099.64489	0.044099645
270	Lunner	4	11699.90579	0.011699906
270	Lunner	6	1799.985506	0.001799986
271	Salangen	1	259558809.9	259.5588099
271	Salangen	2	43927746.28	43.92774628
271	Salangen	3	23218913.03	23.21891303
271	Salangen	4	14056986.81	14.05698681
271	Salangen	5	10815212.91	10.81521291
271	Salangen	6	14274785.05	14.27478505
271	Salangen	7	10210417.78	10.21041778
271	Salangen	8	10283317.19	10.28331719
271	Salangen	9	15523075	15.523075
271	Salangen	10	13376592.29	13.37659229
272	Skedsmo	1	45328135	45.328135
273	Sørum	1	123597804.7	123.5978047
274	Radøy	1	96644821.78	96.64482178
274	Radøy	2	8812729.037	8.812729037
274	Radøy	3	1841385.172	1.841385172
274	Radøy	4	905392.7094	0.905392709
274	Radøy	5	442796.4344	0.442796434
274	Radøy	6	245698.0215	0.245698022
274	Radøy	7	214198.2752	0.214198275
274	Radøy	8	170998.6231	0.170998623
274	Radøy	9	54899.55793	0.054899558
274	Radøy	10	36899.70287	0.036899703
275	Flekkefjord	1	378133755.1	378.1337551
275	Flekkefjord	2	47598816.72	47.59881672
275	Flekkefjord	3	18108754.18	18.10875418
275	Flekkefjord	4	8568831.001	8.568831001
275	Flekkefjord	5	4354164.939	4.354164939
275	Flekkefjord	6	4453164.141	4.453164141
275	Flekkefjord	7	4512563.663	4.512563663
275	Flekkefjord	8	4404564.533	4.404564533
275	Flekkefjord	9	5657354.445	5.657354445
275	Flekkefjord	10	4220066.018	4.220066018
276	Hjartdal	1	442471537	442.471537
276	Hjartdal	2	80073255.22	80.07325522
276	Hjartdal	3	44607240.81	44.60724081
276	Hjartdal	4	29324463.87	29.32446387
276	Hjartdal	5	18951147.4	18.9511474
276	Hjartdal	6	20019438.8	20.0194388
276	Hjartdal	7	19429943.54	19.42994354
276	Hjartdal	8	18009754.98	18.00975498
276	Hjartdal	9	22259520.76	22.25952076
276	Hjartdal	10	49819098.84	49.81909884
277	Stjørdal	1	661475773.5	661.4757735
277	Stjørdal	2	65723770.77	65.72377077
277	Stjørdal	3	29659261.17	29.65926117
277	Stjørdal	4	17503059.06	17.50305906
277	Stjørdal	5	11055510.98	11.05551098
277	Stjørdal	6	10547915.06	10.54791506
277	Stjørdal	7	11374108.41	11.37410841
277	Stjørdal	8	9882820.42	9.88282042
277	Stjørdal	9	11677405.97	11.67740597
277	Stjørdal	10	6551047.249	6.551047249
278	Holmestrand	1	60706311.17	60.70631117
279	Vik	1	510265291.1	510.2652911
279	Vik	2	68754946.36	68.75494636
279	Vik	3	37582797.37	37.58279737
279	Vik	4	26880983.54	26.88098354
279	Vik	5	22070522.28	22.07052228
279	Vik	6	21592626.13	21.59262613
279	Vik	7	18165453.72	18.16545372
279	Vik	8	15986571.27	15.98657127
279	Vik	9	17176361.69	17.17636169
279	Vik	10	13918387.92	13.91838792
280	Horten	1	39769779.76	39.76977976
281	Trøgstad	1	126286983.1	126.2869831
282	Bokn	1	37425298.64	37.42529864
282	Bokn	2	1660486.629	1.660486629
282	Bokn	3	482396.1156	0.482396116
282	Bokn	4	306897.5287	0.306897529
282	Bokn	5	164698.6738	0.164698674
282	Bokn	6	121499.0216	0.121499022
282	Bokn	7	176398.5796	0.17639858
282	Bokn	8	90899.26805	0.090899268
282	Bokn	9	32399.73911	0.032399739
282	Bokn	10	26099.78984	0.02609979
283	Dovre	1	609606491.2	609.6064912
283	Dovre	2	171653817.8	171.6538178
283	Dovre	3	99190001.29	99.19000129
283	Dovre	4	79360460.96	79.36046096
283	Dovre	5	70321833.74	70.32183374
283	Dovre	6	72981312.33	72.98131233
283	Dovre	7	55218155.36	55.21815536
283	Dovre	8	51573184.71	51.57318471
283	Dovre	9	58008132.9	58.0081329
283	Dovre	10	40381774.83	40.38177483
284	Stokke	1	71301925.85	71.30192585
285	Kongsvinger	1	904121919.7	904.1219197
286	Tranøy	1	319351628.5	319.3516285
286	Tranøy	2	70295733.95	70.29573395
286	Tranøy	3	25890091.52	25.89009152
286	Tranøy	4	10151918.25	10.15191825
286	Tranøy	5	7534739.327	7.534739327
286	Tranøy	6	9874720.485	9.874720485
286	Tranøy	7	8052235.16	8.05223516
286	Tranøy	8	6900244.437	6.900244437
286	Tranøy	9	8772229.363	8.772229363
286	Tranøy	10	6686046.161	6.686046161
287	Giske	1	24205305.09	24.20530509
287	Giske	2	638994.8546	0.638994855
287	Giske	3	287097.6882	0.287097688
287	Giske	4	297897.6012	0.297897601
287	Giske	5	343797.2316	0.343797232
287	Giske	6	289797.6664	0.289797666
287	Giske	7	143098.8477	0.143098848
287	Giske	8	138598.884	0.138598884
287	Giske	9	166498.6593	0.166498659
287	Giske	10	135898.9057	0.135898906
288	Øystre Slidre	1	325142181.8	325.1421818
288	Øystre Slidre	2	103492866.6	103.4928666
288	Øystre Slidre	3	63005792.65	63.00579265
288	Øystre Slidre	4	63037292.4	63.0372924
288	Øystre Slidre	5	48257611.41	48.25761141
288	Øystre Slidre	6	47367518.58	47.36751858
288	Øystre Slidre	7	69498340.37	69.49834037
288	Øystre Slidre	8	67959352.77	67.95935277
288	Øystre Slidre	9	58778526.69	58.77852669
288	Øystre Slidre	10	44097844.91	44.09784491
289	Flora	1	386502787.7	386.5027877
289	Flora	2	61282306.53	61.28230653
289	Flora	3	30909351.11	30.90935111
289	Flora	4	23699509.16	23.69950916
289	Flora	5	20048238.56	20.04823856
289	Flora	6	22707717.15	22.70771715
289	Flora	7	18467851.29	18.46785129
289	Flora	8	11098710.63	11.09871063
289	Flora	9	11721505.61	11.72150561
289	Flora	10	8667830.203	8.667830203
290	Høyanger	1	483945003.1	483.9450031
290	Høyanger	2	82643634.52	82.64363452
290	Høyanger	3	46514325.45	46.51432545
290	Høyanger	4	37747496.04	37.74749604
290	Høyanger	5	33837927.52	33.83792752
290	Høyanger	6	38130892.96	38.13089296
290	Høyanger	7	31244148.41	31.24414841
290	Høyanger	8	25039598.37	25.03959837
290	Høyanger	9	27008782.52	27.00878252
290	Høyanger	10	24484302.84	24.48430284
291	Løten	1	290543760.4	290.5437604
291	Løten	2	12316400.82	12.31640082
291	Løten	3	6121750.705	6.121750705
291	Løten	4	2949276.251	2.949276251
291	Løten	5	2195982.317	2.195982317
291	Løten	6	1106991.086	1.106991086
291	Løten	7	621894.9923	0.621894992
291	Løten	8	140398.8695	0.140398869
291	Løten	9	116999.0579	0.116999058
291	Løten	10	308697.5143	0.308697514
292	Frøya	1	176223081	176.223081
292	Frøya	2	23598709.97	23.59870997
292	Frøya	3	1184390.463	1.184390463
292	Frøya	4	31499.74635	0.031499746
292	Frøya	5	1799.985506	0.001799986
293	Gausdal	1	550289768.9	550.2897689
293	Gausdal	2	157956828.1	157.9568281
293	Gausdal	3	82298937.3	82.2989373
293	Gausdal	4	59346422.12	59.34642212
293	Gausdal	5	43881846.65	43.88184665
293	Gausdal	6	42611956.87	42.61195687
293	Gausdal	7	53143672.07	53.14367207
293	Gausdal	8	45049137.25	45.04913725
293	Gausdal	9	36796203.7	36.7962037
293	Gausdal	10	29681760.99	29.68176099
294	Hattfjelldal	1	1081351193	1081.351193
294	Hattfjelldal	2	399767780.9	399.7677809
294	Hattfjelldal	3	209303214.6	209.3032146
294	Hattfjelldal	4	109953914.6	109.9539146
294	Hattfjelldal	5	69097843.6	69.0978436
294	Hattfjelldal	6	83620126.66	83.62012666
294	Hattfjelldal	7	104419859.2	104.4198592
294	Hattfjelldal	8	100747888.7	100.7478887
294	Hattfjelldal	9	113363987.2	113.3639872
294	Hattfjelldal	10	60334614.16	60.33461416
295	Tvedestrand	1	198225203.8	198.2252038
296	Østre Toten	1	343839531.3	343.8395313
296	Østre Toten	2	23623909.77	23.62390977
296	Østre Toten	3	4913960.431	4.913960431
296	Østre Toten	4	1516487.789	1.516487789
296	Østre Toten	5	522895.7894	0.522895789
296	Østre Toten	6	307797.5215	0.307797522
296	Østre Toten	7	225898.181	0.225898181
296	Østre Toten	8	153898.7608	0.153898761
296	Østre Toten	9	248397.9998	0.248398
296	Østre Toten	10	284397.7099	0.28439771
297	Hof	1	133053128.6	133.0531286
297	Hof	2	61199.5072	0.061199507
297	Hof	3	6299.94927	0.006299949
297	Hof	4	3599.971012	0.003599971
297	Hof	5	899.992753	0.000899993
298	Sømna	1	127114076.4	127.1140764
298	Sømna	2	15763373.07	15.76337307
298	Sømna	3	5402656.496	5.402656496
298	Sømna	4	2150982.679	2.150982679
298	Sømna	5	1552487.499	1.552487499
298	Sømna	6	1719886.151	1.719886151
298	Sømna	7	1827885.281	1.827885281
298	Sømna	8	1656886.658	1.656886658
298	Sømna	9	2006983.839	2.006983839
298	Sømna	10	1703686.281	1.703686281
299	Balsfjord	1	860938467.4	860.9384674
299	Balsfjord	2	156690538.3	156.6905383
299	Balsfjord	3	78555867.44	78.55586744
299	Balsfjord	4	35762112.03	35.76211203
299	Balsfjord	5	24613901.8	24.6139018
299	Balsfjord	6	26943983.04	26.94398304
299	Balsfjord	7	21679925.43	21.67992543
299	Balsfjord	8	20847432.13	20.84743213
299	Balsfjord	9	25367195.73	25.36719573
299	Balsfjord	10	14359384.37	14.35938437
300	Samnanger	1	181065942	181.065942
300	Samnanger	2	22310820.34	22.31082034
300	Samnanger	3	10026819.26	10.02681926
300	Samnanger	4	7124342.632	7.124342632
300	Samnanger	5	5967851.945	5.967851945
300	Samnanger	6	6497047.683	6.497047683
300	Samnanger	7	6031751.43	6.03175143
300	Samnanger	8	5431456.264	5.431456264
300	Samnanger	9	6174850.278	6.174850278
300	Samnanger	10	9400424.304	9.400424304
301	Øvre Eiker	1	363825670.3	363.8256703
301	Øvre Eiker	2	34199.72461	0.034199725
302	Sande	1	40840771.13	40.84077113
302	Sande	2	9380624.464	9.380624464
302	Sande	3	5372056.742	5.372056742
302	Sande	4	4096767.011	4.096767011
302	Sande	5	3061775.345	3.061775345
302	Sande	6	3384872.744	3.384872744
302	Sande	7	4678162.33	4.67816233
302	Sande	8	4546763.388	4.546763388
302	Sande	9	4227265.96	4.22726596
302	Sande	10	1827885.281	1.827885281
303	Nord-Fron	1	529317237.7	529.3172377
303	Nord-Fron	2	135062812.4	135.0628124
303	Nord-Fron	3	92801852.73	92.80185273
303	Nord-Fron	4	67379757.43	67.37975743
303	Nord-Fron	5	44635140.58	44.63514058
303	Nord-Fron	6	39414282.62	39.41428262
303	Nord-Fron	7	42853154.93	42.85315493
303	Nord-Fron	8	37872595.04	37.87259504
303	Nord-Fron	9	42473357.99	42.47335799
303	Nord-Fron	10	33248432.27	33.24843227
304	Fusa	1	282091928.5	282.0919285
304	Fusa	2	24479802.88	24.47980288
304	Fusa	3	11238209.51	11.23820951
304	Fusa	4	8249333.573	8.249333573
304	Fusa	5	7041543.299	7.041543299
304	Fusa	6	7097342.85	7.09734285
304	Fusa	7	4920260.38	4.92026038
304	Fusa	8	4121066.816	4.121066816
304	Fusa	9	4902260.525	4.902260525
304	Fusa	10	3183274.367	3.183274367
305	Vågsøy	1	83501327.62	83.50132762
305	Vågsøy	2	16168369.81	16.16836981
305	Vågsøy	3	9196125.949	9.196125949
305	Vågsøy	4	8450931.95	8.45093195
305	Vågsøy	5	6744545.69	6.74454569
305	Vågsøy	6	6834544.966	6.834544966
305	Vågsøy	7	7639138.487	7.639138487
305	Vågsøy	8	7684138.124	7.684138124
305	Vågsøy	9	9158326.254	9.158326254
305	Vågsøy	10	6937144.14	6.93714414
306	Klepp	1	34127725.19	34.12772519
307	Ringebu	1	402789956.6	402.7899566
307	Ringebu	2	159046719.3	159.0467193
307	Ringebu	3	109941314.7	109.9413147
307	Ringebu	4	105441350.9	105.4413509
307	Ringebu	5	90386272.18	90.38627218
307	Ringebu	6	68791846.06	68.79184606
307	Ringebu	7	53226471.4	53.2264714
307	Ringebu	8	54319962.6	54.3199626
307	Ringebu	9	61366905.85	61.36690585
307	Ringebu	10	78615266.96	78.61526696
308	Steigen	1	714396247.4	714.3962474
308	Steigen	2	78877164.85	78.87716485
308	Steigen	3	31897543.15	31.89754315
308	Steigen	4	14417883.9	14.4178839
308	Steigen	5	10205017.83	10.20501783
308	Steigen	6	10822412.85	10.82241285
308	Steigen	7	6371048.698	6.371048698
308	Steigen	8	4953560.112	4.953560112
308	Steigen	9	5617754.764	5.617754764
308	Steigen	10	3601770.997	3.601770997
309	Tysvær	1	233259221.7	233.2592217
309	Tysvær	2	51080888.68	51.08088868
309	Tysvær	3	25762292.55	25.76229255
309	Tysvær	4	20014038.84	20.01403884
309	Tysvær	5	13932787.81	13.93278781
309	Tysvær	6	13794188.92	13.79418892
309	Tysvær	7	12078802.74	12.07880274
309	Tysvær	8	9413024.203	9.413024203
309	Tysvær	9	10423716.06	10.42371606
309	Tysvær	10	6582546.995	6.582546995
310	Hurdal	1	250276284.7	250.2762847
310	Hurdal	2	5049859.337	5.049859337
310	Hurdal	3	1057491.485	1.057491485
310	Hurdal	4	106199.1448	0.106199145
310	Hurdal	5	21599.82607	0.021599826
310	Hurdal	6	17999.85506	0.017999855
310	Hurdal	7	16199.86955	0.01619987
310	Hurdal	8	13499.89129	0.013499891
310	Hurdal	9	11699.90579	0.011699906
310	Hurdal	10	1799.985506	0.001799986
311	Drangedal	1	994918588.5	994.9185885
311	Drangedal	2	2119482.933	2.119482933
311	Drangedal	3	1084491.267	1.084491267
311	Drangedal	4	518395.8257	0.518395826
311	Drangedal	5	105299.1521	0.105299152
311	Drangedal	6	32399.73911	0.032399739
311	Drangedal	7	17999.85506	0.017999855
311	Drangedal	8	9899.920282	0.00989992
311	Drangedal	9	5399.956518	0.005399957
311	Drangedal	10	2699.978259	0.002699978
312	Fosnes	1	274233191.8	274.2331918
312	Fosnes	2	69719738.59	69.71973859
312	Fosnes	3	33963926.51	33.96392651
312	Fosnes	4	17876556.05	17.87655605
312	Fosnes	5	14621282.26	14.62128226
312	Fosnes	6	15934371.69	15.93437169
312	Fosnes	7	11479407.56	11.47940756
312	Fosnes	8	8644430.392	8.644430392
312	Fosnes	9	9563322.993	9.563322993
312	Fosnes	10	6161350.387	6.161350387
313	Karmøy	1	48545609.09	48.54560909
313	Karmøy	2	55526852.88	55.52685288
313	Karmøy	3	29606161.6	29.6061616
313	Karmøy	4	20096838.17	20.09683817
313	Karmøy	5	10983511.56	10.98351156
313	Karmøy	6	8023435.392	8.023435392
313	Karmøy	7	5126358.721	5.126358721
313	Karmøy	8	1707286.252	1.707286252
313	Karmøy	9	879292.9196	0.87929292
313	Karmøy	10	1015191.825	1.015191825
314	Åmli	1	1011248057	1011.248057
314	Åmli	2	30236156.53	30.23615653
314	Åmli	3	9804521.05	9.80452105
314	Åmli	4	6499747.662	6.499747662
314	Åmli	5	4693462.206	4.693462206
314	Åmli	6	3762869.7	3.7628697
314	Åmli	7	3233673.961	3.233673961
314	Åmli	8	1825185.303	1.825185303
314	Åmli	9	1241090.006	1.241090006
314	Åmli	10	416696.6446	0.416696645
315	Selje	1	77090679.24	77.09067924
315	Selje	2	19101446.19	19.10144619
315	Selje	3	13511591.2	13.5115912
315	Selje	4	12477499.53	12.47749953
315	Selje	5	11038411.11	11.03841111
315	Selje	6	11434407.93	11.43440793
315	Selje	7	14366584.31	14.36658431
315	Selje	8	14660881.95	14.66088195
315	Selje	9	18115054.13	18.11505413
315	Selje	10	15639174.07	15.63917407
316	Kvænangen	1	1125403138	1125.403138
316	Kvænangen	2	329831144.1	329.8311441
316	Kvænangen	3	148537503.9	148.5375039
316	Kvænangen	4	65082075.93	65.08207593
316	Kvænangen	5	52059180.8	52.0591808
316	Kvænangen	6	46126428.57	46.12642857
316	Kvænangen	7	32492438.36	32.49243836
316	Kvænangen	8	24669701.35	24.66970135
316	Kvænangen	9	27683777.08	27.68377708
316	Kvænangen	10	13135394.23	13.13539423
317	Eigersund	1	218317542	218.317542
317	Eigersund	2	59077324.29	59.07732429
317	Eigersund	3	24990998.76	24.99099876
317	Eigersund	4	15596874.41	15.59687441
317	Eigersund	5	10861112.54	10.86111254
317	Eigersund	6	10350816.65	10.35081665
317	Eigersund	7	8279933.327	8.279933327
317	Eigersund	8	7485239.726	7.485239726
317	Eigersund	9	8435632.073	8.435632073
317	Eigersund	10	8008135.516	8.008135516
318	Ørskog	1	85574010.93	85.57401093
318	Ørskog	2	9613722.587	9.613722587
318	Ørskog	3	5126358.721	5.126358721
318	Ørskog	4	4281265.526	4.281265526
318	Ørskog	5	3592771.07	3.59277107
318	Ørskog	6	3389372.708	3.389372708
318	Ørskog	7	2144682.73	2.14468273
318	Ørskog	8	1597487.136	1.597487136
318	Ørskog	9	1445388.361	1.445388361
318	Ørskog	10	5875152.691	5.875152691
319	Bjugn	1	255091245.9	255.0912459
319	Bjugn	2	27966374.8	27.9663748
319	Bjugn	3	11722405.61	11.72240561
319	Bjugn	4	6118150.734	6.118150734
319	Bjugn	5	3831269.149	3.831269149
319	Bjugn	6	4217366.04	4.21736604
319	Bjugn	7	3404672.584	3.404672584
319	Bjugn	8	2979876.005	2.979876005
319	Bjugn	9	3368672.874	3.368672874
319	Bjugn	10	2249081.89	2.24908189
320	Lund	1	143475044.7	143.4750447
320	Lund	2	52140180.15	52.14018015
320	Lund	3	32873135.29	32.87313529
320	Lund	4	21502626.85	21.50262685
320	Lund	5	16265569.02	16.26556902
320	Lund	6	16385268.06	16.38526806
320	Lund	7	14308084.79	14.30808479
320	Lund	8	14889480.1	14.8894801
320	Lund	9	19950139.35	19.95013935
320	Lund	10	12467599.61	12.46759961
321	Eid	1	257736324.6	257.7363246
321	Eid	2	43826047.1	43.8260471
321	Eid	3	24781300.45	24.78130045
321	Eid	4	15800272.77	15.80027277
321	Eid	5	12950895.71	12.95089571
321	Eid	6	13422491.92	13.42249192
321	Eid	7	7563539.096	7.563539096
321	Eid	8	5021959.561	5.021959561
321	Eid	9	4833861.076	4.833861076
321	Eid	10	4251565.765	4.251565765
322	Skiptvet	1	61328206.16	61.32820616
323	Skjervøy	1	218996136.6	218.9961366
323	Skjervøy	2	65819170	65.81917
323	Skjervøy	3	37010401.98	37.01040198
323	Skjervøy	4	20238137.03	20.23813703
323	Skjervøy	5	12962595.62	12.96259562
323	Skjervøy	6	12627798.32	12.62779832
323	Skjervøy	7	12400100.15	12.40010015
323	Skjervøy	8	9816220.956	9.816220956
323	Skjervøy	9	10364316.54	10.36431654
323	Skjervøy	10	5581755.054	5.581755054
324	Verdal	1	523428585.2	523.4285852
324	Verdal	2	179409955.3	179.4099553
324	Verdal	3	116030665.7	116.0306657
324	Verdal	4	93553346.67	93.55334667
324	Verdal	5	83079231.02	83.07923102
324	Verdal	6	94796236.67	94.79623667
324	Verdal	7	93547946.72	93.54794672
324	Verdal	8	78830365.23	78.83036523
324	Verdal	9	78874464.87	78.87446487
324	Verdal	10	64371981.65	64.37198165
325	Folldal	1	540103650.9	540.1036509
325	Folldal	2	141096363.8	141.0963638
325	Folldal	3	99930695.32	99.93069532
325	Folldal	4	77380476.9	77.3804769
325	Folldal	5	67605655.61	67.60565561
325	Folldal	6	76570483.43	76.57048343
325	Folldal	7	56591544.3	56.5915443
325	Folldal	8	55165055.79	55.16505579
325	Folldal	9	63924685.25	63.92468525
325	Folldal	10	54017565.03	54.01756503
326	Øksnes	1	238777977.3	238.7779773
326	Øksnes	2	32018142.18	32.01814218
326	Øksnes	3	9731621.637	9.731621637
326	Øksnes	4	5534955.43	5.53495543
326	Øksnes	5	3599071.019	3.599071019
326	Øksnes	6	3273273.642	3.273273642
326	Øksnes	7	1852185.086	1.852185086
326	Øksnes	8	1181690.485	1.181690485
326	Øksnes	9	1041291.615	1.041291615
326	Øksnes	10	863993.0428	0.863993043
327	Hvaler	1	80367552.85	80.36755285
328	Våler	1	207208031.5	207.2080315
329	Hole	1	112361395.2	112.3613952
330	Rennesøy	1	47413418.21	47.41341821
331	Modalen	1	286761990.9	286.7619909
331	Modalen	2	32813735.77	32.81373577
331	Modalen	3	12051802.95	12.05180295
331	Modalen	4	7244941.661	7.244941661
331	Modalen	5	5601554.894	5.601554894
331	Modalen	6	5891352.561	5.891352561
331	Modalen	7	5187558.228	5.187558228
331	Modalen	8	5119158.779	5.119158779
331	Modalen	9	6168550.329	6.168550329
331	Modalen	10	4778961.518	4.778961518
332	Mandal	1	201383278.4	201.3832784
333	Bjerkreim	1	194649532.6	194.6495326
333	Bjerkreim	2	92449955.56	92.44995556
333	Bjerkreim	3	58396929.77	58.39692977
333	Bjerkreim	4	41592265.08	41.59226508
333	Bjerkreim	5	32488838.39	32.48883839
333	Bjerkreim	6	33212432.56	33.21243256
333	Bjerkreim	7	25655193.41	25.65519341
333	Bjerkreim	8	22226221.03	22.22622103
333	Bjerkreim	9	27020482.42	27.02048242
333	Bjerkreim	10	27535278.28	27.53527828
334	Gjøvik	1	565475346.6	565.4753466
334	Gjøvik	2	249297.9926	0.249297993
334	Gjøvik	3	899.992753	0.000899993
